sample_id,split,source_dataset,mask_path,img_path
1,train,cityscapes,streetViewData\train\cityscapes\mask\strasbourg_000000_029339.png,streetViewData\train\cityscapes\img\strasbourg_000000_029339.png
2,train,cityscapes,streetViewData\train\cityscapes\mask\cologne_000132_000019.png,streetViewData\train\cityscapes\img\cologne_000132_000019.png
3,train,cityscapes,streetViewData\train\cityscapes\mask\bochum_000000_021070.png,streetViewData\train\cityscapes\img\bochum_000000_021070.png
4,train,cityscapes,streetViewData\train\cityscapes\mask\strasbourg_000001_052050.png,streetViewData\train\cityscapes\img\strasbourg_000001_052050.png
5,train,cityscapes,streetViewData\train\cityscapes\mask\hamburg_000000_059339.png,streetViewData\train\cityscapes\img\hamburg_000000_059339.png
6,train,cityscapes,streetViewData\train\cityscapes\mask\hamburg_000000_036427.png,streetViewData\train\cityscapes\img\hamburg_000000_036427.png
7,train,cityscapes,streetViewData\train\cityscapes\mask\hamburg_000000_008221.png,streetViewData\train\cityscapes\img\hamburg_000000_008221.png
8,train,cityscapes,streetViewData\train\cityscapes\mask\darmstadt_000035_000019.png,streetViewData\train\cityscapes\img\darmstadt_000035_000019.png
9,train,cityscapes,streetViewData\train\cityscapes\mask\strasbourg_000001_049776.png,streetViewData\train\cityscapes\img\strasbourg_000001_049776.png
10,train,cityscapes,streetViewData\train\cityscapes\mask\cologne_000113_000019.png,streetViewData\train\cityscapes\img\cologne_000113_000019.png
11,train,cityscapes,streetViewData\train\cityscapes\mask\strasbourg_000001_009618.png,streetViewData\train\cityscapes\img\strasbourg_000001_009618.png
12,train,cityscapes,streetViewData\train\cityscapes\mask\strasbourg_000001_051877.png,streetViewData\train\cityscapes\img\strasbourg_000001_051877.png
13,train,cityscapes,streetViewData\train\cityscapes\mask\tubingen_000066_000019.png,streetViewData\train\cityscapes\img\tubingen_000066_000019.png
14,train,cityscapes,streetViewData\train\cityscapes\mask\monchengladbach_000000_005686.png,streetViewData\train\cityscapes\img\monchengladbach_000000_005686.png
15,train,cityscapes,streetViewData\train\cityscapes\mask\cologne_000082_000019.png,streetViewData\train\cityscapes\img\cologne_000082_000019.png
16,train,cityscapes,streetViewData\train\cityscapes\mask\strasbourg_000000_004248.png,streetViewData\train\cityscapes\img\strasbourg_000000_004248.png
17,train,cityscapes,streetViewData\train\cityscapes\mask\hanover_000000_051536.png,streetViewData\train\cityscapes\img\hanover_000000_051536.png
18,train,cityscapes,streetViewData\train\cityscapes\mask\bochum_000000_024717.png,streetViewData\train\cityscapes\img\bochum_000000_024717.png
19,train,cityscapes,streetViewData\train\cityscapes\mask\bochum_000000_023648.png,streetViewData\train\cityscapes\img\bochum_000000_023648.png
20,train,cityscapes,streetViewData\train\cityscapes\mask\cologne_000095_000019.png,streetViewData\train\cityscapes\img\cologne_000095_000019.png
21,train,cityscapes,streetViewData\train\cityscapes\mask\hamburg_000000_001613.png,streetViewData\train\cityscapes\img\hamburg_000000_001613.png
22,train,cityscapes,streetViewData\train\cityscapes\mask\hamburg_000000_022524.png,streetViewData\train\cityscapes\img\hamburg_000000_022524.png
23,train,cityscapes,streetViewData\train\cityscapes\mask\krefeld_000000_011655.png,streetViewData\train\cityscapes\img\krefeld_000000_011655.png
24,train,cityscapes,streetViewData\train\cityscapes\mask\strasbourg_000000_011225.png,streetViewData\train\cityscapes\img\strasbourg_000000_011225.png
25,train,cityscapes,streetViewData\train\cityscapes\mask\bochum_000000_021479.png,streetViewData\train\cityscapes\img\bochum_000000_021479.png
26,train,cityscapes,streetViewData\train\cityscapes\mask\monchengladbach_000000_019682.png,streetViewData\train\cityscapes\img\monchengladbach_000000_019682.png
27,train,cityscapes,streetViewData\train\cityscapes\mask\erfurt_000072_000019.png,streetViewData\train\cityscapes\img\erfurt_000072_000019.png
28,train,cityscapes,streetViewData\train\cityscapes\mask\strasbourg_000001_036232.png,streetViewData\train\cityscapes\img\strasbourg_000001_036232.png
29,train,cityscapes,streetViewData\train\cityscapes\mask\strasbourg_000000_033129.png,streetViewData\train\cityscapes\img\strasbourg_000000_033129.png
30,train,cityscapes,streetViewData\train\cityscapes\mask\strasbourg_000001_027097.png,streetViewData\train\cityscapes\img\strasbourg_000001_027097.png
31,train,cityscapes,streetViewData\train\cityscapes\mask\ulm_000081_000019.png,streetViewData\train\cityscapes\img\ulm_000081_000019.png
32,train,cityscapes,streetViewData\train\cityscapes\mask\hanover_000000_050228.png,streetViewData\train\cityscapes\img\hanover_000000_050228.png
33,train,cityscapes,streetViewData\train\cityscapes\mask\hamburg_000000_003904.png,streetViewData\train\cityscapes\img\hamburg_000000_003904.png
34,train,cityscapes,streetViewData\train\cityscapes\mask\jena_000031_000019.png,streetViewData\train\cityscapes\img\jena_000031_000019.png
